Cidade,Uf,Estado,Regiao
Cotia,SP,São Paulo,Sudeste
Cravinhos,SP,São Paulo,Sudeste
Cristais Paulista,SP,São Paulo,Sudeste
Cruzália,SP,São Paulo,Sudeste
Cruzeiro,SP,São Paulo,Sudeste
Cubatão,SP,São Paulo,Sudeste
Cunha,SP,São Paulo,Sudeste
Descalvado,SP,São Paulo,Sudeste
Diadema,SP,São Paulo,Sudeste
Dirce Reis,SP,São Paulo,Sudeste
Divinolândia,SP,São Paulo,Sudeste
Dobrada,SP,São Paulo,Sudeste
Dois Córregos,SP,São Paulo,Sudeste
Dolcinópolis,SP,São Paulo,Sudeste
Dourado,SP,São Paulo,Sudeste
Dracena,SP,São Paulo,Sudeste
Duartina,SP,São Paulo,Sudeste
Dumont,SP,São Paulo,Sudeste
Echaporã,SP,São Paulo,Sudeste
Eldorado,SP,São Paulo,Sudeste
Elias Fausto,SP,São Paulo,Sudeste
Elisiário,SP,São Paulo,Sudeste
Embaúba,SP,São Paulo,Sudeste
Embu das Artes,SP,São Paulo,Sudeste
Embu-Guaçu,SP,São Paulo,Sudeste
Emilianópolis,SP,São Paulo,Sudeste
Engenheiro Coelho,SP,São Paulo,Sudeste
Espírito Santo do Pinhal,SP,São Paulo,Sudeste
Espírito Santo do Turvo,SP,São Paulo,Sudeste
Estrela D'Oeste,SP,São Paulo,Sudeste
Estrela do Norte,SP,São Paulo,Sudeste
Euclides da Cunha Paulista,SP,São Paulo,Sudeste
Fartura,SP,São Paulo,Sudeste
Fernandópolis,SP,São Paulo,Sudeste
Fernando Prestes,SP,São Paulo,Sudeste
Fernão,SP,São Paulo,Sudeste
Ferraz de Vasconcelos,SP,São Paulo,Sudeste
Flora Rica,SP,São Paulo,Sudeste
Floreal,SP,São Paulo,Sudeste
Flórida Paulista,SP,São Paulo,Sudeste
Florínia,SP,São Paulo,Sudeste
Franca,SP,São Paulo,Sudeste
Francisco Morato,SP,São Paulo,Sudeste
Franco da Rocha,SP,São Paulo,Sudeste
Gabriel Monteiro,SP,São Paulo,Sudeste
Gália,SP,São Paulo,Sudeste
Garça,SP,São Paulo,Sudeste
Gastão Vidigal,SP,São Paulo,Sudeste
Gavião Peixoto,SP,São Paulo,Sudeste
General Salgado,SP,São Paulo,Sudeste
Getulina,SP,São Paulo,Sudeste
Glicério,SP,São Paulo,Sudeste
Guaiçara,SP,São Paulo,Sudeste
Guaimbê,SP,São Paulo,Sudeste
Guaíra,SP,São Paulo,Sudeste
Guapiaçu,SP,São Paulo,Sudeste
Guapiara,SP,São Paulo,Sudeste
Guará,SP,São Paulo,Sudeste
Guaraçaí,SP,São Paulo,Sudeste
Guaraci,SP,São Paulo,Sudeste
Guarani D'Oeste,SP,São Paulo,Sudeste
Guarantã,SP,São Paulo,Sudeste
Guararapes,SP,São Paulo,Sudeste
Guararema,SP,São Paulo,Sudeste
Guaratinguetá,SP,São Paulo,Sudeste
Guareí,SP,São Paulo,Sudeste
Guariba,SP,São Paulo,Sudeste
Guarujá,SP,São Paulo,Sudeste
Guarulhos,SP,São Paulo,Sudeste
Guatapará,SP,São Paulo,Sudeste
Guzolândia,SP,São Paulo,Sudeste
Herculândia,SP,São Paulo,Sudeste
Holambra,SP,São Paulo,Sudeste
Hortolândia,SP,São Paulo,Sudeste
Iacanga,SP,São Paulo,Sudeste
Iacri,SP,São Paulo,Sudeste
Iaras,SP,São Paulo,Sudeste
Ibaté,SP,São Paulo,Sudeste
Ibirá,SP,São Paulo,Sudeste
Ibirarema,SP,São Paulo,Sudeste
Ibitinga,SP,São Paulo,Sudeste
Ibiúna,SP,São Paulo,Sudeste
Icém,SP,São Paulo,Sudeste
Iepê,SP,São Paulo,Sudeste
Igaraçu do Tietê,SP,São Paulo,Sudeste
Igarapava,SP,São Paulo,Sudeste
Igaratá,SP,São Paulo,Sudeste
Iguape,SP,São Paulo,Sudeste
Ilhabela,SP,São Paulo,Sudeste
Ilha Comprida,SP,São Paulo,Sudeste
Ilha Solteira,SP,São Paulo,Sudeste
Indaiatuba,SP,São Paulo,Sudeste
Indiana,SP,São Paulo,Sudeste
Indiaporã,SP,São Paulo,Sudeste
Inúbia Paulista,SP,São Paulo,Sudeste
Ipaussu,SP,São Paulo,Sudeste
Iperó,SP,São Paulo,Sudeste
Ipeúna,SP,São Paulo,Sudeste
Ipiguá,SP,São Paulo,Sudeste
Iporanga,SP,São Paulo,Sudeste
Ipuã,SP,São Paulo,Sudeste
Iracemápolis,SP,São Paulo,Sudeste
Irapuã,SP,São Paulo,Sudeste
Irapuru,SP,São Paulo,Sudeste
Itaberá,SP,São Paulo,Sudeste
Itaí,SP,São Paulo,Sudeste
Itajobi,SP,São Paulo,Sudeste
Itaju,SP,São Paulo,Sudeste
Itanhaém,SP,São Paulo,Sudeste
Itaóca,SP,São Paulo,Sudeste
Itapecerica da Serra,SP,São Paulo,Sudeste
Itapetininga,SP,São Paulo,Sudeste
Itapeva,SP,São Paulo,Sudeste
Itapevi,SP,São Paulo,Sudeste
Itapira,SP,São Paulo,Sudeste
Itapirapuã Paulista,SP,São Paulo,Sudeste
Itápolis,SP,São Paulo,Sudeste
Itaporanga,SP,São Paulo,Sudeste
Itapuí,SP,São Paulo,Sudeste
Itapura,SP,São Paulo,Sudeste
Itaquaquecetuba,SP,São Paulo,Sudeste
Itararé,SP,São Paulo,Sudeste
Itariri,SP,São Paulo,Sudeste
Itatiba,SP,São Paulo,Sudeste
Itatinga,SP,São Paulo,Sudeste
Itirapina,SP,São Paulo,Sudeste
Itirapuã,SP,São Paulo,Sudeste
Itobi,SP,São Paulo,Sudeste
Itu,SP,São Paulo,Sudeste
Itupeva,SP,São Paulo,Sudeste
Ituverava,SP,São Paulo,Sudeste
Jaborandi,SP,São Paulo,Sudeste
Jaboticabal,SP,São Paulo,Sudeste
Jacareí,SP,São Paulo,Sudeste
Jaci,SP,São Paulo,Sudeste
Jacupiranga,SP,São Paulo,Sudeste
Jaguariúna,SP,São Paulo,Sudeste
Jales,SP,São Paulo,Sudeste
Jambeiro,SP,São Paulo,Sudeste
Jandira,SP,São Paulo,Sudeste
Jardinópolis,SP,São Paulo,Sudeste
Jarinu,SP,São Paulo,Sudeste
Jaú,SP,São Paulo,Sudeste
Jeriquara,SP,São Paulo,Sudeste
Joanópolis,SP,São Paulo,Sudeste
João Ramalho,SP,São Paulo,Sudeste
José Bonifácio,SP,São Paulo,Sudeste
Júlio Mesquita,SP,São Paulo,Sudeste
Jumirim,SP,São Paulo,Sudeste
Jundiaí,SP,São Paulo,Sudeste
Junqueirópolis,SP,São Paulo,Sudeste
Juquiá,SP,São Paulo,Sudeste
Juquitiba,SP,São Paulo,Sudeste
Lagoinha,SP,São Paulo,Sudeste
Laranjal Paulista,SP,São Paulo,Sudeste
Lavínia,SP,São Paulo,Sudeste
Lavrinhas,SP,São Paulo,Sudeste
Leme,SP,São Paulo,Sudeste
Lençóis Paulista,SP,São Paulo,Sudeste
Limeira,SP,São Paulo,Sudeste
Lindóia,SP,São Paulo,Sudeste
Lins,SP,São Paulo,Sudeste
Lorena,SP,São Paulo,Sudeste
Lourdes,SP,São Paulo,Sudeste
Louveira,SP,São Paulo,Sudeste
Lucélia,SP,São Paulo,Sudeste
Lucianópolis,SP,São Paulo,Sudeste
Luís Antônio,SP,São Paulo,Sudeste
Luiziânia,SP,São Paulo,Sudeste
Lupércio,SP,São Paulo,Sudeste
Lutécia,SP,São Paulo,Sudeste
Macatuba,SP,São Paulo,Sudeste
Macaubal,SP,São Paulo,Sudeste
Macedônia,SP,São Paulo,Sudeste
Magda,SP,São Paulo,Sudeste
Mairinque,SP,São Paulo,Sudeste
Mairiporã,SP,São Paulo,Sudeste
Manduri,SP,São Paulo,Sudeste
Marabá Paulista,SP,São Paulo,Sudeste
Maracaí,SP,São Paulo,Sudeste
Marapoama,SP,São Paulo,Sudeste
Mariápolis,SP,São Paulo,Sudeste
Marília,SP,São Paulo,Sudeste
Marinópolis,SP,São Paulo,Sudeste
Martinópolis,SP,São Paulo,Sudeste
Matão,SP,São Paulo,Sudeste
Mauá,SP,São Paulo,Sudeste
Mendonça,SP,São Paulo,Sudeste
Meridiano,SP,São Paulo,Sudeste
Mesópolis,SP,São Paulo,Sudeste
Miguelópolis,SP,São Paulo,Sudeste
Mineiros do Tietê,SP,São Paulo,Sudeste
Miracatu,SP,São Paulo,Sudeste
Mira Estrela,SP,São Paulo,Sudeste
Mirandópolis,SP,São Paulo,Sudeste
Mirante do Paranapanema,SP,São Paulo,Sudeste
Mirassol,SP,São Paulo,Sudeste
Mirassolândia,SP,São Paulo,Sudeste
Mococa,SP,São Paulo,Sudeste
Mogi das Cruzes,SP,São Paulo,Sudeste
Mogi Guaçu,SP,São Paulo,Sudeste
Moji Mirim,SP,São Paulo,Sudeste
Mombuca,SP,São Paulo,Sudeste
Monções,SP,São Paulo,Sudeste
Mongaguá,SP,São Paulo,Sudeste
Monte Alegre do Sul,SP,São Paulo,Sudeste
Monte Alto,SP,São Paulo,Sudeste
Monte Aprazível,SP,São Paulo,Sudeste
Monte Azul Paulista,SP,São Paulo,Sudeste
Monte Castelo,SP,São Paulo,Sudeste
Monteiro Lobato,SP,São Paulo,Sudeste
Monte Mor,SP,São Paulo,Sudeste
Morro Agudo,SP,São Paulo,Sudeste
Morungaba,SP,São Paulo,Sudeste
Motuca,SP,São Paulo,Sudeste
Murutinga do Sul,SP,São Paulo,Sudeste
Nantes,SP,São Paulo,Sudeste
Narandiba,SP,São Paulo,Sudeste
Natividade da Serra,SP,São Paulo,Sudeste
Nazaré Paulista,SP,São Paulo,Sudeste
Neves Paulista,SP,São Paulo,Sudeste
Nhandeara,SP,São Paulo,Sudeste
Nipoã,SP,São Paulo,Sudeste
Nova Aliança,SP,São Paulo,Sudeste
Nova Campina,SP,São Paulo,Sudeste
Nova Canaã Paulista,SP,São Paulo,Sudeste
Nova Castilho,SP,São Paulo,Sudeste
Nova Europa,SP,São Paulo,Sudeste
Nova Granada,SP,São Paulo,Sudeste
Nova Guataporanga,SP,São Paulo,Sudeste
Nova Independência,SP,São Paulo,Sudeste
Novais,SP,São Paulo,Sudeste
Nova Luzitânia,SP,São Paulo,Sudeste
Nova Odessa,SP,São Paulo,Sudeste
Novo Horizonte,SP,São Paulo,Sudeste
Nuporanga,SP,São Paulo,Sudeste
Ocauçu,SP,São Paulo,Sudeste
Óleo,SP,São Paulo,Sudeste
Olímpia,SP,São Paulo,Sudeste
Onda Verde,SP,São Paulo,Sudeste
Oriente,SP,São Paulo,Sudeste
Orindiúva,SP,São Paulo,Sudeste
Orlândia,SP,São Paulo,Sudeste
Osasco,SP,São Paulo,Sudeste
Oscar Bressane,SP,São Paulo,Sudeste
Osvaldo Cruz,SP,São Paulo,Sudeste
Ourinhos,SP,São Paulo,Sudeste
Ouroeste,SP,São Paulo,Sudeste
Ouro Verde,SP,São Paulo,Sudeste
Pacaembu,SP,São Paulo,Sudeste
Palestina,SP,São Paulo,Sudeste
Palmares Paulista,SP,São Paulo,Sudeste
Palmeira D'Oeste,SP,São Paulo,Sudeste
Palmital,SP,São Paulo,Sudeste
Panorama,SP,São Paulo,Sudeste
Paraguaçu Paulista,SP,São Paulo,Sudeste
Paraibuna,SP,São Paulo,Sudeste
Paraíso,SP,São Paulo,Sudeste
Paranapanema,SP,São Paulo,Sudeste
Paranapuã,SP,São Paulo,Sudeste
Parapuã,SP,São Paulo,Sudeste
Pardinho,SP,São Paulo,Sudeste
Pariquera-Açu,SP,São Paulo,Sudeste
Parisi,SP,São Paulo,Sudeste
Patrocínio Paulista,SP,São Paulo,Sudeste
Paulicéia,SP,São Paulo,Sudeste
Paulínia,SP,São Paulo,Sudeste
Paulistânia,SP,São Paulo,Sudeste
Paulo de Faria,SP,São Paulo,Sudeste
Pederneiras,SP,São Paulo,Sudeste
Pedra Bela,SP,São Paulo,Sudeste
Pedranópolis,SP,São Paulo,Sudeste
Pedregulho,SP,São Paulo,Sudeste
Pedreira,SP,São Paulo,Sudeste
Pedrinhas Paulista,SP,São Paulo,Sudeste
Pedro de Toledo,SP,São Paulo,Sudeste
Penápolis,SP,São Paulo,Sudeste
Pereira Barreto,SP,São Paulo,Sudeste
Pereiras,SP,São Paulo,Sudeste
Peruíbe,SP,São Paulo,Sudeste
Piacatu,SP,São Paulo,Sudeste
Piedade,SP,São Paulo,Sudeste
Pilar do Sul,SP,São Paulo,Sudeste
Pindamonhangaba,SP,São Paulo,Sudeste
Pindorama,SP,São Paulo,Sudeste
Pinhalzinho,SP,São Paulo,Sudeste
Piquerobi,SP,São Paulo,Sudeste
Piquete,SP,São Paulo,Sudeste
Piracaia,SP,São Paulo,Sudeste
Piracicaba,SP,São Paulo,Sudeste
Piraju,SP,São Paulo,Sudeste
Pirajuí,SP,São Paulo,Sudeste
Pirangi,SP,São Paulo,Sudeste
Pirapora do Bom Jesus,SP,São Paulo,Sudeste
Pirapozinho,SP,São Paulo,Sudeste
Pirassununga,SP,São Paulo,Sudeste
Piratininga,SP,São Paulo,Sudeste
Pitangueiras,SP,São Paulo,Sudeste
Planalto,SP,São Paulo,Sudeste
Platina,SP,São Paulo,Sudeste
Poá,SP,São Paulo,Sudeste
Poloni,SP,São Paulo,Sudeste
Pompéia,SP,São Paulo,Sudeste
Pongaí,SP,São Paulo,Sudeste
Pontal,SP,São Paulo,Sudeste
Pontalinda,SP,São Paulo,Sudeste
Pontes Gestal,SP,São Paulo,Sudeste
Populina,SP,São Paulo,Sudeste
Porangaba,SP,São Paulo,Sudeste
Porto Feliz,SP,São Paulo,Sudeste
Porto Ferreira,SP,São Paulo,Sudeste
Potim,SP,São Paulo,Sudeste
Potirendaba,SP,São Paulo,Sudeste
Pracinha,SP,São Paulo,Sudeste
Pradópolis,SP,São Paulo,Sudeste
Praia Grande,SP,São Paulo,Sudeste
Pratânia,SP,São Paulo,Sudeste
Presidente Alves,SP,São Paulo,Sudeste
Presidente Bernardes,SP,São Paulo,Sudeste
Presidente Epitácio,SP,São Paulo,Sudeste
Presidente Prudente,SP,São Paulo,Sudeste
Presidente Venceslau,SP,São Paulo,Sudeste
Promissão,SP,São Paulo,Sudeste
Quadra,SP,São Paulo,Sudeste
Quatá,SP,São Paulo,Sudeste
Queiroz,SP,São Paulo,Sudeste
Queluz,SP,São Paulo,Sudeste
Quintana,SP,São Paulo,Sudeste
Rafard,SP,São Paulo,Sudeste
Rancharia,SP,São Paulo,Sudeste
Redenção da Serra,SP,São Paulo,Sudeste
Regente Feijó,SP,São Paulo,Sudeste
Reginópolis,SP,São Paulo,Sudeste
Registro,SP,São Paulo,Sudeste
Restinga,SP,São Paulo,Sudeste
Ribeira,SP,São Paulo,Sudeste
Ribeirão Bonito,SP,São Paulo,Sudeste
Ribeirão Branco,SP,São Paulo,Sudeste
Ribeirão Corrente,SP,São Paulo,Sudeste
Ribeirão do Sul,SP,São Paulo,Sudeste
Ribeirão dos Índios,SP,São Paulo,Sudeste
Ribeirão Grande,SP,São Paulo,Sudeste
Ribeirão Pires,SP,São Paulo,Sudeste
Ribeirão Preto,SP,São Paulo,Sudeste
Riversul,SP,São Paulo,Sudeste
Rifaina,SP,São Paulo,Sudeste
Rincão,SP,São Paulo,Sudeste
Rinópolis,SP,São Paulo,Sudeste
Rio Claro,SP,São Paulo,Sudeste
Rio das Pedras,SP,São Paulo,Sudeste
Rio Grande da Serra,SP,São Paulo,Sudeste
Riolândia,SP,São Paulo,Sudeste
Rosana,SP,São Paulo,Sudeste
Roseira,SP,São Paulo,Sudeste
Rubiácea,SP,São Paulo,Sudeste
Rubinéia,SP,São Paulo,Sudeste
Sabino,SP,São Paulo,Sudeste
Sagres,SP,São Paulo,Sudeste
Sales,SP,São Paulo,Sudeste
Sales Oliveira,SP,São Paulo,Sudeste
Salesópolis,SP,São Paulo,Sudeste
Salmourão,SP,São Paulo,Sudeste
Saltinho,SP,São Paulo,Sudeste
Salto,SP,São Paulo,Sudeste
Salto de Pirapora,SP,São Paulo,Sudeste
Salto Grande,SP,São Paulo,Sudeste
Sandovalina,SP,São Paulo,Sudeste
Santa Adélia,SP,São Paulo,Sudeste
Santa Albertina,SP,São Paulo,Sudeste
Santa Bárbara D'Oeste,SP,São Paulo,Sudeste
Santa Branca,SP,São Paulo,Sudeste
Santa Clara D'Oeste,SP,São Paulo,Sudeste
Santa Cruz da Conceição,SP,São Paulo,Sudeste
Santa Cruz da Esperança,SP,São Paulo,Sudeste
Santa Cruz das Palmeiras,SP,São Paulo,Sudeste
Santa Cruz do Rio Pardo,SP,São Paulo,Sudeste
Santa Ernestina,SP,São Paulo,Sudeste
Santa Fé do Sul,SP,São Paulo,Sudeste
Santa Gertrudes,SP,São Paulo,Sudeste
Santa Isabel,SP,São Paulo,Sudeste
Santa Lúcia,SP,São Paulo,Sudeste
Santa Maria da Serra,SP,São Paulo,Sudeste
Santa Mercedes,SP,São Paulo,Sudeste
Santana da Ponte Pensa,SP,São Paulo,Sudeste
Santana de Parnaíba,SP,São Paulo,Sudeste
Santa Rita D'Oeste,SP,São Paulo,Sudeste
Santa Rita do Passa Quatro,SP,São Paulo,Sudeste
Santa Rosa de Viterbo,SP,São Paulo,Sudeste
Santa Salete,SP,São Paulo,Sudeste
Santo Anastácio,SP,São Paulo,Sudeste
Santo André,SP,São Paulo,Sudeste
Santo Antônio da Alegria,SP,São Paulo,Sudeste
Santo Antônio de Posse,SP,São Paulo,Sudeste
Santo Antônio do Aracanguá,SP,São Paulo,Sudeste
Santo Antônio do Jardim,SP,São Paulo,Sudeste
Santo Antônio do Pinhal,SP,São Paulo,Sudeste
Santo Expedito,SP,São Paulo,Sudeste
Santópolis do Aguapeí,SP,São Paulo,Sudeste
Santos,SP,São Paulo,Sudeste
São Bento do Sapucaí,SP,São Paulo,Sudeste
São Bernardo do Campo,SP,São Paulo,Sudeste
São Caetano do Sul,SP,São Paulo,Sudeste
São Carlos,SP,São Paulo,Sudeste
São Francisco,SP,São Paulo,Sudeste
São João da Boa Vista,SP,São Paulo,Sudeste
São João das Duas Pontes,SP,São Paulo,Sudeste
São João de Iracema,SP,São Paulo,Sudeste
São João do Pau D'Alho,SP,São Paulo,Sudeste
São Joaquim da Barra,SP,São Paulo,Sudeste
São José da Bela Vista,SP,São Paulo,Sudeste
São José do Barreiro,SP,São Paulo,Sudeste
São José do Rio Pardo,SP,São Paulo,Sudeste
São José do Rio Preto,SP,São Paulo,Sudeste
São José dos Campos,SP,São Paulo,Sudeste
São Lourenço da Serra,SP,São Paulo,Sudeste
São Luís do Paraitinga,SP,São Paulo,Sudeste
São Manuel,SP,São Paulo,Sudeste
São Miguel Arcanjo,SP,São Paulo,Sudeste
São Paulo,SP,São Paulo,Sudeste
São Pedro,SP,São Paulo,Sudeste
São Pedro do Turvo,SP,São Paulo,Sudeste
São Roque,SP,São Paulo,Sudeste
São Sebastião,SP,São Paulo,Sudeste
São Sebastião da Grama,SP,São Paulo,Sudeste
São Simão,SP,São Paulo,Sudeste
São Vicente,SP,São Paulo,Sudeste
Sarapuí,SP,São Paulo,Sudeste
Sarutaiá,SP,São Paulo,Sudeste
Sebastianópolis do Sul,SP,São Paulo,Sudeste
Serra Azul,SP,São Paulo,Sudeste
Serrana,SP,São Paulo,Sudeste
Serra Negra,SP,São Paulo,Sudeste
Sertãozinho,SP,São Paulo,Sudeste
Sete Barras,SP,São Paulo,Sudeste
Severínia,SP,São Paulo,Sudeste
Silveiras,SP,São Paulo,Sudeste
Socorro,SP,São Paulo,Sudeste
Sorocaba,SP,São Paulo,Sudeste
Sud Mennucci,SP,São Paulo,Sudeste
Sumaré,SP,São Paulo,Sudeste
Suzano,SP,São Paulo,Sudeste
Suzanápolis,SP,São Paulo,Sudeste
Tabapuã,SP,São Paulo,Sudeste
Tabatinga,SP,São Paulo,Sudeste
Taboão da Serra,SP,São Paulo,Sudeste
Taciba,SP,São Paulo,Sudeste
Taguaí,SP,São Paulo,Sudeste
Taiaçu,SP,São Paulo,Sudeste
Taiúva,SP,São Paulo,Sudeste
Tambaú,SP,São Paulo,Sudeste
Tanabi,SP,São Paulo,Sudeste
Tapiraí,SP,São Paulo,Sudeste
Tapiratiba,SP,São Paulo,Sudeste
Taquaral,SP,São Paulo,Sudeste
Taquaritinga,SP,São Paulo,Sudeste
Taquarituba,SP,São Paulo,Sudeste
Taquarivaí,SP,São Paulo,Sudeste
Tarabai,SP,São Paulo,Sudeste
Tarumã,SP,São Paulo,Sudeste
Tatuí,SP,São Paulo,Sudeste
Taubaté,SP,São Paulo,Sudeste
Tejupá,SP,São Paulo,Sudeste
Teodoro Sampaio,SP,São Paulo,Sudeste
Terra Roxa,SP,São Paulo,Sudeste
Tietê,SP,São Paulo,Sudeste
Timburi,SP,São Paulo,Sudeste
Torre de Pedra,SP,São Paulo,Sudeste
Torrinha,SP,São Paulo,Sudeste
Trabiju,SP,São Paulo,Sudeste
Tremembé,SP,São Paulo,Sudeste
Três Fronteiras,SP,São Paulo,Sudeste
Tuiuti,SP,São Paulo,Sudeste
Tupã,SP,São Paulo,Sudeste
Tupi Paulista,SP,São Paulo,Sudeste
Turiúba,SP,São Paulo,Sudeste
Turmalina,SP,São Paulo,Sudeste
Ubarana,SP,São Paulo,Sudeste
Ubatuba,SP,São Paulo,Sudeste
Ubirajara,SP,São Paulo,Sudeste
Uchoa,SP,São Paulo,Sudeste
União Paulista,SP,São Paulo,Sudeste
Urânia,SP,São Paulo,Sudeste
Uru,SP,São Paulo,Sudeste
Urupês,SP,São Paulo,Sudeste
Valentim Gentil,SP,São Paulo,Sudeste
Valinhos,SP,São Paulo,Sudeste
Valparaíso,SP,São Paulo,Sudeste
Vargem,SP,São Paulo,Sudeste
Vargem Grande do Sul,SP,São Paulo,Sudeste
Vargem Grande Paulista,SP,São Paulo,Sudeste
Várzea Paulista,SP,São Paulo,Sudeste
Vera Cruz,SP,São Paulo,Sudeste
Vinhedo,SP,São Paulo,Sudeste
Viradouro,SP,São Paulo,Sudeste
Vista Alegre do Alto,SP,São Paulo,Sudeste
Vitória Brasil,SP,São Paulo,Sudeste
Votorantim,SP,São Paulo,Sudeste
Votuporanga,SP,São Paulo,Sudeste
Zacarias,SP,São Paulo,Sudeste
Chavantes,SP,São Paulo,Sudeste
Estiva Gerbi,SP,São Paulo,Sudeste
Abatiá,PR,Paraná,Sul
Adrianópolis,PR,Paraná,Sul
Agudos do Sul,PR,Paraná,Sul
Almirante Tamandaré,PR,Paraná,Sul
Altamira do Paraná,PR,Paraná,Sul
Altônia,PR,Paraná,Sul
Alto Paraná,PR,Paraná,Sul
Alto Piquiri,PR,Paraná,Sul
Alvorada do Sul,PR,Paraná,Sul
Amaporã,PR,Paraná,Sul
Ampére,PR,Paraná,Sul
Anahy,PR,Paraná,Sul
Andirá,PR,Paraná,Sul
Ângulo,PR,Paraná,Sul
Antonina,PR,Paraná,Sul
Antônio Olinto,PR,Paraná,Sul
Apucarana,PR,Paraná,Sul
Arapongas,PR,Paraná,Sul
Arapoti,PR,Paraná,Sul
Arapuã,PR,Paraná,Sul
Araruna,PR,Paraná,Sul
Araucária,PR,Paraná,Sul
Ariranha do Ivaí,PR,Paraná,Sul
Assaí,PR,Paraná,Sul
Assis Chateaubriand,PR,Paraná,Sul
Astorga,PR,Paraná,Sul
Atalaia,PR,Paraná,Sul
Balsa Nova,PR,Paraná,Sul
Bandeirantes,PR,Paraná,Sul
Barbosa Ferraz,PR,Paraná,Sul
Barracão,PR,Paraná,Sul
Barra do Jacaré,PR,Paraná,Sul
Bela Vista da Caroba,PR,Paraná,Sul
Bela Vista do Paraíso,PR,Paraná,Sul
Bituruna,PR,Paraná,Sul
Boa Esperança,PR,Paraná,Sul
Boa Esperança do Iguaçu,PR,Paraná,Sul
Boa Ventura de São Roque,PR,Paraná,Sul
Boa Vista da Aparecida,PR,Paraná,Sul
Bocaiúva do Sul,PR,Paraná,Sul
Bom Jesus do Sul,PR,Paraná,Sul
Bom Sucesso,PR,Paraná,Sul
Bom Sucesso do Sul,PR,Paraná,Sul
Borrazópolis,PR,Paraná,Sul
Braganey,PR,Paraná,Sul
Brasilândia do Sul,PR,Paraná,Sul
Cafeara,PR,Paraná,Sul
Cafelândia,PR,Paraná,Sul
Cafezal do Sul,PR,Paraná,Sul
Califórnia,PR,Paraná,Sul
Cambará,PR,Paraná,Sul
Cambé,PR,Paraná,Sul
Cambira,PR,Paraná,Sul
Campina da Lagoa,PR,Paraná,Sul
Campina do Simão,PR,Paraná,Sul
Campina Grande do Sul,PR,Paraná,Sul
Campo Bonito,PR,Paraná,Sul
Campo do Tenente,PR,Paraná,Sul
Campo Largo,PR,Paraná,Sul
Campo Magro,PR,Paraná,Sul
Campo Mourão,PR,Paraná,Sul
Cândido de Abreu,PR,Paraná,Sul
Candói,PR,Paraná,Sul
Cantagalo,PR,Paraná,Sul
Capanema,PR,Paraná,Sul
Capitão Leônidas Marques,PR,Paraná,Sul
Carambeí,PR,Paraná,Sul
Carlópolis,PR,Paraná,Sul
Cascavel,PR,Paraná,Sul
Castro,PR,Paraná,Sul
Catanduvas,PR,Paraná,Sul
Centenário do Sul,PR,Paraná,Sul
Cerro Azul,PR,Paraná,Sul
Céu Azul,PR,Paraná,Sul
Chopinzinho,PR,Paraná,Sul
Cianorte,PR,Paraná,Sul
Cidade Gaúcha,PR,Paraná,Sul
Clevelândia,PR,Paraná,Sul
Colombo,PR,Paraná,Sul
Colorado,PR,Paraná,Sul
Congonhinhas,PR,Paraná,Sul
Conselheiro Mairinck,PR,Paraná,Sul
Contenda,PR,Paraná,Sul
Corbélia,PR,Paraná,Sul
Cornélio Procópio,PR,Paraná,Sul
Coronel Domingos Soares,PR,Paraná,Sul
Coronel Vivida,PR,Paraná,Sul
Corumbataí do Sul,PR,Paraná,Sul
Cruzeiro do Iguaçu,PR,Paraná,Sul
Cruzeiro do Oeste,PR,Paraná,Sul
Cruzeiro do Sul,PR,Paraná,Sul
Cruz Machado,PR,Paraná,Sul
Cruzmaltina,PR,Paraná,Sul
Curitiba,PR,Paraná,Sul
Curiúva,PR,Paraná,Sul
Diamante do Norte,PR,Paraná,Sul
Diamante do Sul,PR,Paraná,Sul
Diamante D'Oeste,PR,Paraná,Sul
Dois Vizinhos,PR,Paraná,Sul
Douradina,PR,Paraná,Sul
Doutor Camargo,PR,Paraná,Sul
Enéas Marques,PR,Paraná,Sul
Engenheiro Beltrão,PR,Paraná,Sul
Esperança Nova,PR,Paraná,Sul
Entre Rios do Oeste,PR,Paraná,Sul
Espigão Alto do Iguaçu,PR,Paraná,Sul
Farol,PR,Paraná,Sul
Faxinal,PR,Paraná,Sul
Fazenda Rio Grande,PR,Paraná,Sul
Fênix,PR,Paraná,Sul
Fernandes Pinheiro,PR,Paraná,Sul
Figueira,PR,Paraná,Sul
Floraí,PR,Paraná,Sul
Flor da Serra do Sul,PR,Paraná,Sul
Floresta,PR,Paraná,Sul
Florestópolis,PR,Paraná,Sul
Flórida,PR,Paraná,Sul
Formosa do Oeste,PR,Paraná,Sul
Foz do Iguaçu,PR,Paraná,Sul
Francisco Alves,PR,Paraná,Sul
Francisco Beltrão,PR,Paraná,Sul
Foz do Jordão,PR,Paraná,Sul
General Carneiro,PR,Paraná,Sul
Godoy Moreira,PR,Paraná,Sul
Goioerê,PR,Paraná,Sul
Goioxim,PR,Paraná,Sul
Grandes Rios,PR,Paraná,Sul
Guaíra,PR,Paraná,Sul
Guairaçá,PR,Paraná,Sul
Guamiranga,PR,Paraná,Sul
Guapirama,PR,Paraná,Sul
Guaporema,PR,Paraná,Sul
Guaraci,PR,Paraná,Sul
Guaraniaçu,PR,Paraná,Sul
Guarapuava,PR,Paraná,Sul
Guaraqueçaba,PR,Paraná,Sul
Guaratuba,PR,Paraná,Sul
